input,output
वरुण देव स्थल पर भक्तों का लगा रहा तांता,वरुण देव स्थल पर भक्तों का लगा रहा तांता
राष्ट्रीय लोक अदालत में न्यायिक अधिकारीगण भी उपस्थित रहे।,राष्ट्रीय लोक अदालत में न्यायिक अधिकारीगण भी उपस्थित रहे।
अब बांग्लादेश क्रिकेट बोर्ड (बीसीबी) ने रहीम को अगले राउंड में पाकिस्तान जाने के लिए कहा है। बोर्ड के अध्यक्ष नजमुल हसन ने चेतावनी देने के लहजे में रहीम को अपने विचार बदलने के लिए कहा है। हसन ने कहा कि रहीम ने आखिरी राउंड के दौरे के लिए लिए अपना फैसला अब तक नहीं बताया।,अब बांग्लादेश क्रिकेट बोर्ड (बीसीबी) ने रहीम को अगले राउंड में पाकिस्तान जाने के लिए कहा है। बोर्ड के अध्यक्ष नजमुल हसन ने चेतावनी देने के लहजे में रहीम को अपने विचार बदलने के लिए कहा है। हसन ने कहा कि रहीम ने आखिरी राउंड के दौरे के लिए लिए अपना फैसला अब तक नहीं बताया।
"उद्यमी सुरेश सुंदरानी ने मंगलवार को बुकिंग कराने के लिए सर्च इंजन पर दिल्ली से बरेली की उड़ान देखने के लिए कोड बीईके पर रायबरेली गूगल मैप पर दे रहा था। इसको देखकर उद्यमी चौंके। दरअसल, उनका एक बेटा गुड़गांव और दूसरा बेंगलुरू में रहता है। वह उन्हीं के लिए फ्लाइट देख रहे थे।","उद्यमी सुरेश सुंदरानी ने मंगलवार को बुकिंग कराने के लिए सर्च इंजन पर दिल्ली से बरेली की उड़ान देखने के लिए कोड बीईके पर रायबरेली गूगल मैप पर दे रहा था। इसको देखकर उद्यमी चौंके। दरअसल, उनका एक बेटा गुड़गांव और दूसरा बेंगलुरू में रहता है। वह उन्हीं के लिए फ्लाइट देख रहे थे।"
"यह भी पढ़ें : कांग्रेस से खफा हैं रणनीतिकार प्रशांत किशोर, छोड़ सकते हैं साथ","यह भी पढ़ें : कांग्रेस से खफा हैं रणनीतिकार प्रशांत किशोर, छोड़ सकते हैं साथ"
जुनावई: दो बाइक की आमने-सामने से हुई भिड़ंत में एक युवक की मौत हो गई। जबकि दूसरी बाइक सवार युवक गंभीर रूप से घायल हो गए।,जुनावई: दो बाइक की आमने-सामने से हुई भिड़ंत में एक युवक की मौत हो गई। जबकि दूसरी बाइक सवार युवक गंभीर रूप से घायल हो गए।
स्थानीय कांग्रेस नेताओं के साथ प्रमोद तिवारी और प्रतापगढ़ की सांसद रत्ना सिंह घटनास्थल ( भगदड़ स्थल) पर राहुल का आने का इंतजार कर रहे थे। स्थानीय कांग्रेसी नेताओं के मुताबिक तय कार्यक्रम के मुताबिक राहुल को घटनास्थल का मुआयना करने के बाद कृपालु महराज के अस्पताल में भर्ती घायलों से मिलकर उनका हालचाल जानना था।,स्थानीय कांग्रेस नेताओं के साथ प्रमोद तिवारी और प्रतापगढ़ की सांसद रत्ना सिंह घटनास्थल ( भगदड़ स्थल) पर राहुल का आने का इंतजार कर रहे थे। स्थानीय कांग्रेसी नेताओं के मुताबिक तय कार्यक्रम के मुताबिक राहुल को घटनास्थल का मुआयना करने के बाद कृपालु महराज के अस्पताल में भर्ती घायलों से मिलकर उनका हालचाल जानना था।
फाति खां के विषय में कहा जाता है कि 1857 के विद्रोही सैनिकों के सेनापति तात्या टोपे ने ब्रिटिश सरकार के खिलाफ गुप्त रूप से योजनाबद्ध षड्यंत्रों के लिए इस गुफा का इस्तेमाल किया था। इस जगह की यात्रा करने का सबसे अच्छा समय मानसून के मौसम के दौरान होता है क्योंकि पहाड़ हरे-भरे होते हैं और पूरा वातावरण आनंदित होता है।राम कुंड में भगवान शिव का एक छोटा मंदिर और अन्य देवी-देवता हैं जो गुफा के अंदर बने हैं। पूरी गुफा में इतनी शांति है कि व्यक्ति आसानी से ध्यान प्राप्त कर सकता है।,फाति खां के विषय में कहा जाता है कि 1857 के विद्रोही सैनिकों के सेनापति तात्या टोपे ने ब्रिटिश सरकार के खिलाफ गुप्त रूप से योजनाबद्ध षड्यंत्रों के लिए इस गुफा का इस्तेमाल किया था। इस जगह की यात्रा करने का सबसे अच्छा समय मानसून के मौसम के दौरान होता है क्योंकि पहाड़ हरे-भरे होते हैं और पूरा वातावरण आनंदित होता है।राम कुंड में भगवान शिव का एक छोटा मंदिर और अन्य देवी-देवता हैं जो गुफा के अंदर बने हैं। पूरी गुफा में इतनी शांति है कि व्यक्ति आसानी से ध्यान प्राप्त कर सकता है।
आज के युग में जब इंसान कई गंभीर बीमारियों का शिकार होता जा रहा है तो ऐसे समय... पढ़े,आज के युग में जब इंसान कई गंभीर बीमारियों का शिकार होता जा रहा है तो ऐसे समय... पढ़े
2002 – अफगानिस्तान के उपराष्ट्रपति अब्दुल कादिर की काबुल में हत्या।,2002 – अफगानिस्तान के उपराष्ट्रपति अब्दुल कादिर की काबुल में हत्या।
"महासभा के वरीय उपाध्यक्ष ओपी श्रीवास्तव ने शुक्रवार को बताया कि उद्घाटन राष्ट्रीय ध्वज और महासभा के झंडोत्तोलन से होगा। राष्ट्रीय अध्यक्ष चौधरी जितेंद्र सिंह, मध्यप्रदेश के शिक्षा सह स्वास्थ्य मंत्री विश्वास सारंग, पूर्व केंद्रीय मंत्री जयंत सिन्हा, धनबाद के विधायक राज सिन्हा, भाजपा के पूर्व प्रदेश अध्यक्ष अभयकांत प्रसाद, बनारस के एमएलसी आशुतोष सिन्हा विशेष रूप से शामिल होंगे।","महासभा के वरीय उपाध्यक्ष ओपी श्रीवास्तव ने शुक्रवार को बताया कि उद्घाटन राष्ट्रीय ध्वज और महासभा के झंडोत्तोलन से होगा। राष्ट्रीय अध्यक्ष चौधरी जितेंद्र सिंह, मध्यप्रदेश के शिक्षा सह स्वास्थ्य मंत्री विश्वास सारंग, पूर्व केंद्रीय मंत्री जयंत सिन्हा, धनबाद के विधायक राज सिन्हा, भाजपा के पूर्व प्रदेश अध्यक्ष अभयकांत प्रसाद, बनारस के एमएलसी आशुतोष सिन्हा विशेष रूप से शामिल होंगे।"
"जेएनएन, मुजफ्फरनगर। बुढ़ाना पुलिस ने जौला गांव निवासी शादाब की हत्या का पर्दाफाश कर दिया है। हत्या में प्रयुक्त आला-ए-कत्ल बरामद कर दो आरोपितों को जेल भेज दिया। पुलिस जांच में मामला प्रेम-प्रसंग का मिला है।","जेएनएन, मुजफ्फरनगर। बुढ़ाना पुलिस ने जौला गांव निवासी शादाब की हत्या का पर्दाफाश कर दिया है। हत्या में प्रयुक्त आला-ए-कत्ल बरामद कर दो आरोपितों को जेल भेज दिया। पुलिस जांच में मामला प्रेम-प्रसंग का मिला है।"
"जानकारी के मुताबिक, आपराधिक मुकदमा दर्ज होने के बाद असलहे का लाइसेंस नहीं मिल सकता है, फिर भी रसूख या फिर पुलिस की लापरवाही का फायदा उठाकर जिले में कईयों ने लाइसेंस हासिल कर लिया। इसके अलावा वे लोग भी हैं जिनके पास असलहा लाइसेंस तो है लेकिन बाद में किसी न किसी मुकदमे में उनका नाम सामने आया। कुछ में तो लाइसेंसी असलहे के इस्तेमाल की भी बात सामने आई है। एसएसपी ने सभी थानेदारों से ऐसे उन सभी लोगों की सूची तैयार करने के लिए कहा था। पुलिस सूत्रों के मुताबिक ऐसे करीब 47 ऐसे दागियों के नाम सामने आए। अब इन सभी के लाइसेंस निरस्त करने के लिए इनकी रिपोर्ट तैयार कर जिला प्रशासन को भेज दी गई है।","जानकारी के मुताबिक, आपराधिक मुकदमा दर्ज होने के बाद असलहे का लाइसेंस नहीं मिल सकता है, फिर भी रसूख या फिर पुलिस की लापरवाही का फायदा उठाकर जिले में कईयों ने लाइसेंस हासिल कर लिया। इसके अलावा वे लोग भी हैं जिनके पास असलहा लाइसेंस तो है लेकिन बाद में किसी न किसी मुकदमे में उनका नाम सामने आया। कुछ में तो लाइसेंसी असलहे के इस्तेमाल की भी बात सामने आई है। एसएसपी ने सभी थानेदारों से ऐसे उन सभी लोगों की सूची तैयार करने के लिए कहा था। पुलिस सूत्रों के मुताबिक ऐसे करीब 47 ऐसे दागियों के नाम सामने आए। अब इन सभी के लाइसेंस निरस्त करने के लिए इनकी रिपोर्ट तैयार कर जिला प्रशासन को भेज दी गई है।"
मैट्रिक की परीक्षा में 17 लाख 70 हजार 42 परीक्षार्थियों ने फार्म भरा है. इसमें 8 लाख 91 हजार 243 छात्र और 8 लाख 78 हजार 794 छात्राएं शामिल थीं.,मैट्रिक की परीक्षा में 17 लाख 70 हजार 42 परीक्षार्थियों ने फार्म भरा है. इसमें 8 लाख 91 हजार 243 छात्र और 8 लाख 78 हजार 794 छात्राएं शामिल थीं.
"चूड़ावत और शक्तावत में एकता नहीं थी, इसलिए मराठों ने मेवाड़ के परगने अपने कब्जे में कर लिए थे। रानी ने दासी के परामर्श से इसका हल निकाला। दासी ने अपनी तेज बुद्धि का उपयोग किया। उसने सोचा जब तक चूड़ावत और शक्तावत एकजुट नहीं होगें, तब तक मराठों से हमारे परगने स्वत्रंत नहीं हो सकते, इसलिए उन दोनों को एकजुट करना है, ताकि वे मराठों का सामना कर सकें। इससे हमारे राज्य की एकता और मजबूत होगी और हम मराठों का डटकर मुकाबला कर सकेंगे। दासी ने चूड़ावत को प्रधान (रावत) के पद से हटवा दिया। उसके स्थान पर सोमचन्द गांधी को नया प्रधान बनाया गया। यह भेड़चाल चूड़ावत को अच्छी न लगी। उसने सोमचन्द से मन मुटाव कर लिया। शक्तावत अब सोमचन्द के पक्ष में हो गए। सोमचन्द ने राजनीति से काम लिया। उसने शक्तावत से सहयोग प्राप्त किया। इससे सोमचंद का दल और मजबूत हो गया। शक्तावतों में जालमसिंह प्रमुख थे। उनका कोटर नामक स्थान पर राज्य था। शक्तावतों में मोहकम सिंह भी प्रमुख थे। उनका भींडर नामक स्थान पर राज्य था।","चूड़ावत और शक्तावत में एकता नहीं थी, इसलिए मराठों ने मेवाड़ के परगने अपने कब्जे में कर लिए थे। रानी ने दासी के परामर्श से इसका हल निकाला। दासी ने अपनी तेज बुद्धि का उपयोग किया। उसने सोचा जब तक चूड़ावत और शक्तावत एकजुट नहीं होगें, तब तक मराठों से हमारे परगने स्वत्रंत नहीं हो सकते, इसलिए उन दोनों को एकजुट करना है, ताकि वे मराठों का सामना कर सकें। इससे हमारे राज्य की एकता और मजबूत होगी और हम मराठों का डटकर मुकाबला कर सकेंगे। दासी ने चूड़ावत को प्रधान (रावत) के पद से हटवा दिया। उसके स्थान पर सोमचन्द गांधी को नया प्रधान बनाया गया। यह भेड़चाल चूड़ावत को अच्छी न लगी। उसने सोमचन्द से मन मुटाव कर लिया। शक्तावत अब सोमचन्द के पक्ष में हो गए। सोमचन्द ने राजनीति से काम लिया। उसने शक्तावत से सहयोग प्राप्त किया। इससे सोमचंद का दल और मजबूत हो गया। शक्तावतों में जालमसिंह प्रमुख थे। उनका कोटर नामक स्थान पर राज्य था। शक्तावतों में मोहकम सिंह भी प्रमुख थे। उनका भींडर नामक स्थान पर राज्य था।"
"Delhi Metro News: दिल्ली में ब्लू लाइन मेट्रों में बीते दिनों एक मेट्रो में एक बंदर के घुसने का वीडियो वायरल हुआ था. DMRC ने ऐसे में यात्रियों की सुविधा को ध्यान में रखते हुए इस तरह की घटनाओं से निपटने के लिए खास प्लान तैयार किया है. दिल्ली मेट्रो रेल निगम ने यात्रियों से अपील की है कि वे मेट्रो स्टेशनों पर बंदरों को कुछ भी खाने पीने की वस्तु देने से बचें. गौरतलब है कि बंदर के मेट्रो में घुसने के बाद DMRC ने सोमवार को कहा कि भविष्य में इस तरह की घटनाओं से बचने के लिए एक मानक संचालन प्रक्रिया को तैयार करने की योजना बनाई जा रही है.Also Read - Delhi Metro Time Table: आज के लिए बदल गया मेट्रो का टाइम टेबल, ये खबर पढ़कर ही निकलें बाहर","Delhi Metro News: दिल्ली में ब्लू लाइन मेट्रों में बीते दिनों एक मेट्रो में एक बंदर के घुसने का वीडियो वायरल हुआ था. DMRC ने ऐसे में यात्रियों की सुविधा को ध्यान में रखते हुए इस तरह की घटनाओं से निपटने के लिए खास प्लान तैयार किया है. दिल्ली मेट्रो रेल निगम ने यात्रियों से अपील की है कि वे मेट्रो स्टेशनों पर बंदरों को कुछ भी खाने पीने की वस्तु देने से बचें. गौरतलब है कि बंदर के मेट्रो में घुसने के बाद DMRC ने सोमवार को कहा कि भविष्य में इस तरह की घटनाओं से बचने के लिए एक मानक संचालन प्रक्रिया को तैयार करने की योजना बनाई जा रही है.Also Read - Delhi Metro Time Table: आज के लिए बदल गया मेट्रो का टाइम टेबल, ये खबर पढ़कर ही निकलें बाहर"
मिस्र के राष्ट्रपति ने महामारी के प्रकोप के बीच अधिकारों का विस्तार किया,मिस्र के राष्ट्रपति ने महामारी के प्रकोप के बीच अधिकारों का विस्तार किया
पुलिस के अनुसार नई दिल्ली से हावड़ा जा रही 12301 राजधानी एक्सप्रेस गुरुवार की देर रात एक बजे मुगलसराय रेलवे स्टेशन से रवाना हुई। ट्रेन के सिंघीतीली गांव के समीप पहुंचने पर एक महिला व पुरुष ट्रेन से कटकर जान दे दिये। हालांकि घटना की जानकारी सुबह ग्रामीणों ने दी।,पुलिस के अनुसार नई दिल्ली से हावड़ा जा रही 12301 राजधानी एक्सप्रेस गुरुवार की देर रात एक बजे मुगलसराय रेलवे स्टेशन से रवाना हुई। ट्रेन के सिंघीतीली गांव के समीप पहुंचने पर एक महिला व पुरुष ट्रेन से कटकर जान दे दिये। हालांकि घटना की जानकारी सुबह ग्रामीणों ने दी।
"डॉ. हक ने आगे कहा, यूनिसेफ को उम्मीद है कि रिपोर्ट के निष्कर्ष सबसे अधिक जोखिम वाले लोगों की सुरक्षा के लिए कार्रवाई को प्राथमिकता देने में मदद करेंगे और यह सुनिश्चित करेंगे कि बच्चों को रहने योग्य ग्रह विरासत में मिले।","डॉ. हक ने आगे कहा, यूनिसेफ को उम्मीद है कि रिपोर्ट के निष्कर्ष सबसे अधिक जोखिम वाले लोगों की सुरक्षा के लिए कार्रवाई को प्राथमिकता देने में मदद करेंगे और यह सुनिश्चित करेंगे कि बच्चों को रहने योग्य ग्रह विरासत में मिले।"
शाहिद कपूर और कियारा अडवाणी स्टारर फिल्म “कबीर सिंह” लोगों को बेहद पसंद आई है। इस फिल्म ने 1 महीने में ही 271 करोड़ का धमाकेदार बॉक्स ऑफिस कलेक्शन किया है। फिल्म की सक्सेस के बाद शाहिद ने भी इस चीज़ का खुलकर फायदा उठाया है। ख़बरें हैं कि पहले शाहिद एक फिल्म के 10 से 15 करोड़ रुपए चार्ज करते थे। लेकिन उन्होंने अपनी फीस बढ़ा दी है। शाहिद ने फीस बढ़ाकर 20 या 30 करोड़ नहीं बल्कि सीधा 40 करोड़ कर दी है। जी हाँ शाहिद अब सिर्फ एक फिल्म के लिए 40 करोड़ रुपए चार्ज करेंगे।,शाहिद कपूर और कियारा अडवाणी स्टारर फिल्म “कबीर सिंह” लोगों को बेहद पसंद आई है। इस फिल्म ने 1 महीने में ही 271 करोड़ का धमाकेदार बॉक्स ऑफिस कलेक्शन किया है। फिल्म की सक्सेस के बाद शाहिद ने भी इस चीज़ का खुलकर फायदा उठाया है। ख़बरें हैं कि पहले शाहिद एक फिल्म के 10 से 15 करोड़ रुपए चार्ज करते थे। लेकिन उन्होंने अपनी फीस बढ़ा दी है। शाहिद ने फीस बढ़ाकर 20 या 30 करोड़ नहीं बल्कि सीधा 40 करोड़ कर दी है। जी हाँ शाहिद अब सिर्फ एक फिल्म के लिए 40 करोड़ रुपए चार्ज करेंगे।
रायपुर से हनी अग्रवाल ने सीए की फाइनल परीक्षा में ऑल इंडिया रैंक में छठवा रैंक हासिल किया। उन्होंने बताया कि बेहतर रणनीति का परिणाम है जिसके चलते देश भर में मैंने छठवा स्थान प्राप्त किया। मैंने तय किया था कि रोज दो से तीन घंटे पढ़ाई करूंगी। इसमें सफल भी हुई और आज ये परिणाम आया। इसका पूरा श्रेय मेरे माता-पिता और गुरुजनों को जाता है।,रायपुर से हनी अग्रवाल ने सीए की फाइनल परीक्षा में ऑल इंडिया रैंक में छठवा रैंक हासिल किया। उन्होंने बताया कि बेहतर रणनीति का परिणाम है जिसके चलते देश भर में मैंने छठवा स्थान प्राप्त किया। मैंने तय किया था कि रोज दो से तीन घंटे पढ़ाई करूंगी। इसमें सफल भी हुई और आज ये परिणाम आया। इसका पूरा श्रेय मेरे माता-पिता और गुरुजनों को जाता है।
"- सहायक अभियंता अनुपम कुमार का कहना है कि छह किलोमीटर सड़क अधिक खराब है। इस मार्ग के चौड़ीकरण व सु²ढ़ीकरण के लिए केंद्रीय मार्ग निर्माण के तहत 45 करोड़ रुपये का प्रस्ताव किया गया है। दो स्थानों लौकहवा डिप व झिन्ने नाला पर बड़ा पुल बनाना है, जिसका प्रस्ताव सेतु निगम को करना है। लोक निर्माण सिर्फ 60 मीटर लंबा पुल बना सकता है।","- सहायक अभियंता अनुपम कुमार का कहना है कि छह किलोमीटर सड़क अधिक खराब है। इस मार्ग के चौड़ीकरण व सु²ढ़ीकरण के लिए केंद्रीय मार्ग निर्माण के तहत 45 करोड़ रुपये का प्रस्ताव किया गया है। दो स्थानों लौकहवा डिप व झिन्ने नाला पर बड़ा पुल बनाना है, जिसका प्रस्ताव सेतु निगम को करना है। लोक निर्माण सिर्फ 60 मीटर लंबा पुल बना सकता है।"
हिंदी न्यूज़ उत्तर प्रदेश वाराणसी हिंदी पत्रकारिता के भविष्य पर चिंतन,हिंदी न्यूज़ उत्तर प्रदेश वाराणसी हिंदी पत्रकारिता के भविष्य पर चिंतन
किसान अपने साथ यह जरूर लाएं,किसान अपने साथ यह जरूर लाएं
पुल-पुलिया व रपटों पर कर्मचारियों  की नामजद डयूटी लगाएं : कलेक्टर,पुल-पुलिया व रपटों पर कर्मचारियों  की नामजद डयूटी लगाएं : कलेक्टर
"वहीं, केंद्रीय कॉरपोरेट राज्य मंत्री अनुराग ठाकुर का भी मंगलवार को हिमाचल आने का दौरा रद्द हुआ है। इसे भी प्रदेश में इन दिनों चल रही सियासी हलचल से जोड़कर देखा जा रहा है। मिशन रिपीट के लिए भाजपा हाईकमान हिमाचल में सरकार और संगठन को और कमर कसने और तालमेल बनाने के निर्देश दे चुका है। चर्चा तो प्रदेश में मंत्रियों के विभागों में फिर फेरबदल होने तक की चली हुई है। कुछ मंत्रियों की कुर्सियों तक को संकट में बताया जा रहा है।","वहीं, केंद्रीय कॉरपोरेट राज्य मंत्री अनुराग ठाकुर का भी मंगलवार को हिमाचल आने का दौरा रद्द हुआ है। इसे भी प्रदेश में इन दिनों चल रही सियासी हलचल से जोड़कर देखा जा रहा है। मिशन रिपीट के लिए भाजपा हाईकमान हिमाचल में सरकार और संगठन को और कमर कसने और तालमेल बनाने के निर्देश दे चुका है। चर्चा तो प्रदेश में मंत्रियों के विभागों में फिर फेरबदल होने तक की चली हुई है। कुछ मंत्रियों की कुर्सियों तक को संकट में बताया जा रहा है।"
सर्वे में शामिल 395 इंटरनेट यूजर्स और एक्सपर्ट्स में से तीन चौथाई से ज्यादा ने माना है कि इंटरनेट के इस्तेमाल से लोगों के दिमाग को तेज किया जा सकता है। इमेजिंग इंटरनेट सेंटर की निदेशक जेना एंडरसन ने बताया कि सर्वे में शामिल अधिकतर युवाओं ने माना कि इंटरनेट 2020 तक पढ़ने और लिखने की इंसानी क्षमता को बढ़ा देगा।,सर्वे में शामिल 395 इंटरनेट यूजर्स और एक्सपर्ट्स में से तीन चौथाई से ज्यादा ने माना है कि इंटरनेट के इस्तेमाल से लोगों के दिमाग को तेज किया जा सकता है। इमेजिंग इंटरनेट सेंटर की निदेशक जेना एंडरसन ने बताया कि सर्वे में शामिल अधिकतर युवाओं ने माना कि इंटरनेट 2020 तक पढ़ने और लिखने की इंसानी क्षमता को बढ़ा देगा।
"नई दिल्ली। कोरोना का कहर देखते हुए इस समय राजस्थान, पंजाब और दिल्ली को लॉकडॉउन कर दिया गया है। तो वहीं आज पूरे देश ने जनता कर्फ्यू का समर्थन किया है लेकिन इस कहर और खौफ के बीच कुछ लोग ऐसे भी हैं, जो इस वक्त भी लोगों का मजाक उड़ाने से बाज नहीं आ रहे हैं, हाल ही में नार्थ ईस्ट के कुछ छात्रों का वीडियो सामने आया था, जिसमें उन्होंने कहा था कि वो रेसिजम फेस कर रहे हैं, लोग उन्हें चीनी कहकर कोरोना फैलाने का आरोप लगा रहे हैं।","नई दिल्ली। कोरोना का कहर देखते हुए इस समय राजस्थान, पंजाब और दिल्ली को लॉकडॉउन कर दिया गया है। तो वहीं आज पूरे देश ने जनता कर्फ्यू का समर्थन किया है लेकिन इस कहर और खौफ के बीच कुछ लोग ऐसे भी हैं, जो इस वक्त भी लोगों का मजाक उड़ाने से बाज नहीं आ रहे हैं, हाल ही में नार्थ ईस्ट के कुछ छात्रों का वीडियो सामने आया था, जिसमें उन्होंने कहा था कि वो रेसिजम फेस कर रहे हैं, लोग उन्हें चीनी कहकर कोरोना फैलाने का आरोप लगा रहे हैं।"
"Bank of Baroda Special Scheme for Women: कोरोना संकट के बीच, बैंक ऑफ बड़ौदा (Bank Of Baroda) ने हाल ही में अपने बड़ौदा गोल्ड लोन (Baroda Gold Loan) के हिस्से के रूप में आत्मनिर्भर महिला योजना (Aatmnirbhar Women Scheme) की शुरुआत की है। इस योजना का मुख्य उद्देश्य भारत में आत्मनिर्भर महिला को लक्षित करना है। इस योजना के तहत, बैंक महिलाओं के लिए 0.50 प्रतिशत रियायत पर ऋण दे रहा है। गोल्ड लोन स्कीम (Gold Loan Scheme) के तहत बैंक एग्री-गोल्ड लोन (Agri Gold Loan) 0.25 प्रतिशत रियायत और खुदरा ऋण (Retail Loan) 0.50 प्रतिशत रियायत पर दे रहा है। एम रविन्द्र राय, प्रमुख, गोल्ड लोन वर्टिकल, ने कहा: “यह आत्मानिर्भर योजना विशेष रूप से महिलाओं को आत्मनिर्भर बनाने में मदद करने के लिए है।” रिपोर्टों के अनुसार, यह योजना बेंगलुरु में बीओबी (BOB) की राममूर्ति नगर शाखा में और साथ ही साथ देश में 18 क्षेत्रों में आने वाली 18 शाखाओं में लॉन्च की गई, वस्तुतः संजीव चड्ढा, एमडी और सीईओ, बैंक ऑफ बड़ौदा द्वारा। इस योजना के सम्बद्ध में अधिक जानकारी प्राप्त करने के लिए बैंक ऑफ़ बड़ौदा की ऑफिसियल वेबसाइट https://www.bankofbaroda.in/ पर जाएं या अपने नज़दीकी बैंक ऑफ़ बड़ौदा की शाखा में जाएँ. Surakshit Matritva Aashwasan Suman Yojana: गर्भवती महिलाओं के लिए खुशखबरी, योजना के तहत संपूर्ण खर्च उठाएगी सरकार","Bank of Baroda Special Scheme for Women: कोरोना संकट के बीच, बैंक ऑफ बड़ौदा (Bank Of Baroda) ने हाल ही में अपने बड़ौदा गोल्ड लोन (Baroda Gold Loan) के हिस्से के रूप में आत्मनिर्भर महिला योजना (Aatmnirbhar Women Scheme) की शुरुआत की है। इस योजना का मुख्य उद्देश्य भारत में आत्मनिर्भर महिला को लक्षित करना है। इस योजना के तहत, बैंक महिलाओं के लिए 0.50 प्रतिशत रियायत पर ऋण दे रहा है। गोल्ड लोन स्कीम (Gold Loan Scheme) के तहत बैंक एग्री-गोल्ड लोन (Agri Gold Loan) 0.25 प्रतिशत रियायत और खुदरा ऋण (Retail Loan) 0.50 प्रतिशत रियायत पर दे रहा है। एम रविन्द्र राय, प्रमुख, गोल्ड लोन वर्टिकल, ने कहा: “यह आत्मानिर्भर योजना विशेष रूप से महिलाओं को आत्मनिर्भर बनाने में मदद करने के लिए है।” रिपोर्टों के अनुसार, यह योजना बेंगलुरु में बीओबी (BOB) की राममूर्ति नगर शाखा में और साथ ही साथ देश में 18 क्षेत्रों में आने वाली 18 शाखाओं में लॉन्च की गई, वस्तुतः संजीव चड्ढा, एमडी और सीईओ, बैंक ऑफ बड़ौदा द्वारा। इस योजना के सम्बद्ध में अधिक जानकारी प्राप्त करने के लिए बैंक ऑफ़ बड़ौदा की ऑफिसियल वेबसाइट https://www.bankofbaroda.in/ पर जाएं या अपने नज़दीकी बैंक ऑफ़ बड़ौदा की शाखा में जाएँ. Surakshit Matritva Aashwasan Suman Yojana: गर्भवती महिलाओं के लिए खुशखबरी, योजना के तहत संपूर्ण खर्च उठाएगी सरकार"
"चम्बा की लेच पंचायत में बादल फटा है. इस वजह से दो नालों का जलस्तर बढ़ गया और मलबा लोगों के घरों में घुस गया. खेतों में मलबा और पानी घुसने से मक्की की फसल बर्बाद हो गई है. गांव के पेयजल के सोर्स मलबे की वजह से प्रभावित हुए हैं और सेब के बगीचों को भी नुकसान हुआ है. हालांकि, जानी नुकसान की कोई खबर नहीं है.","चम्बा की लेच पंचायत में बादल फटा है. इस वजह से दो नालों का जलस्तर बढ़ गया और मलबा लोगों के घरों में घुस गया. खेतों में मलबा और पानी घुसने से मक्की की फसल बर्बाद हो गई है. गांव के पेयजल के सोर्स मलबे की वजह से प्रभावित हुए हैं और सेब के बगीचों को भी नुकसान हुआ है. हालांकि, जानी नुकसान की कोई खबर नहीं है."
